GeoAssetID,OwnerCompanyID,Percentage,CompanyName,Alias
4787,1251,0.5,Petrojam,FALSE
5111,1252,1,Petrokazakhstan,FALSE
9707,2453,1,Petromax,FALSE
16122,2453,1,Petromax,FALSE
5210,1268,1,Petron,FALSE
5189,1269,1,Petronas,FALSE
5166,1269,1,Petronas,FALSE
5167,1269,1,Petronas,FALSE
5014,1269,1,Petronas,FALSE
10786,1269,1,Petronas,FALSE
15999,1269,0.5,Petronas,FALSE
15953,4967,1,PetroNeft Resources,FALSE
4782,1273,1,Petroperu,FALSE
4785,1273,1,Petroperu,FALSE
4804,1273,1,Petroperu,FALSE
4771,1273,1,Petroperu,FALSE
16172,2269,1,Petroplus,FALSE
4969,1275,0.25,PetroSA,FALSE
5030,1278,1,Petrotrin,FALSE
5177,1279,1,PetroVietnam,FALSE
16099,1279,1,PetroVietnam,FALSE
9708,1285,1,Phillips 66,FALSE
4743,1285,0.5,Phillips 66,FALSE
