id,initial,match,type
16153,Dongguan Yelian Petrochemical,dongguanyelianpetrochemical,ownername
16153,Dongguan Yelian Petrochemical,dongguanyelian,ownername
16050,Dongying Hualian Petroleum & Chemical Plant,dongying hualian petroleum & chemical plant,ownername
16089,Dongying Qirun Chemical,dongying qirun chemical,ownername
16089,Dongying Qirun Chemical,dongyingqirunchemical,ownername
16089,Dongying Qirun Chemical,dongyingqirun,ownername
16000,Ecomar Energy Solutions,ecomar energy solutions,ownername
16000,Ecomar Energy Solutions,ecomarenergysolutions,ownername
16000,Ecomar Energy Solutions,ecomarenergy,ownername
4806,Ecopetrol,ecopetrol,ownername
4811,Ecopetrol,ecopetrol,ownername
4786,Ecopetrol,ecopetrol,ownername
4801,Ecopetrol,ecopetrol,ownername
4803,Ecopetrol,ecopetrol,ownername
16121,Ecopetrol,ecopetrol,ownername
9659,EGPC,egpc,ownername
5008,EGPC,egpc,ownername
5009,EGPC,egpc,ownername
5015,EGPC,egpc,ownername
5012,EGPC,egpc,ownername
5021,EGPC,egpc,ownername
5018,EGPC,egpc,ownername
5019,EGPC,egpc,ownername
7246,Emirates National Oil,emirates national oil,ownername
7246,Emirates National Oil,emiratesnationaloil,ownername
7246,Emirates National Oil,emiratesnational,ownername
4812,Empresa Nacional del Petroleo,empresa nacional del petroleo,ownername
4809,Empresa Nacional del Petroleo,empresa nacional del petroleo,ownername
4805,Empresa Nacional del Petroleo,empresa nacional del petroleo,ownername
5108,ENAR Petrotech Services,enar petrotech services,ownername
5108,ENAR Petrotech Services,enarpetrotechservices,ownername
5108,ENAR Petrotech Services,enarpetrotech,ownername
4930,ENI,eni,ownername
4952,ENI,eni,ownername
4944,ENI,eni,ownername
4919,ENI,eni,ownername
4953,ENI,eni,ownername
4961,ENI,eni,ownername
4966,ENI,eni,ownername
9664,ENI,eni,ownername
4932,Equinor,equinor,ownername
9682,Equinor,equinor,ownername
16078,Ergon,ergon,ownername
4777,Ergon,ergon,ownername
4738,Ergon,ergon,ownername
5080,ExxonMobil,exxonmobil,ownername
5169,ExxonMobil,exxonmobil,ownername
4956,ExxonMobil,exxonmobil,ownername
4918,ExxonMobil,exxonmobil,ownername
4931,ExxonMobil,exxonmobil,ownername
5033,ExxonMobil,exxonmobil,ownername
5036,ExxonMobil,exxonmobil,ownername
4873,ExxonMobil,exxonmobil,ownername
4882,ExxonMobil,exxonmobil,ownername
4895,ExxonMobil,exxonmobil,ownername
4915,ExxonMobil,exxonmobil,ownername
4900,ExxonMobil,exxonmobil,ownername
4897,ExxonMobil,exxonmobil,ownername
4737,ExxonMobil,exxonmobil,ownername
4751,ExxonMobil,exxonmobil,ownername
4730,ExxonMobil,exxonmobil,ownername
4718,ExxonMobil,exxonmobil,ownername
4714,ExxonMobil,exxonmobil,ownername
